label	text_a
cry	無了期的等待及劣質態度 見到openrice咁多好評，滿心期待去幫襯..點知到頭來回來一肚氣 由入門口開始，無人招呼....坐低想要個menu睇下食咩，又要等10分鍾.... 仲以為自己入左法國餐廳食野😢 叫左個士多啤梨窩夫同埋蕃茄意粉，味道唔差..意粉味道好食 到最後埋單，又再次進入無限等待狀態... 食物味道雖然唔差，環境亦唔差....不過要人不斷等待令人食得一d都唔享受....   感覺太差...應該唔會再幫襯..waitress 服務態度有待 
smile	綠野田園～野食好味，坐得舒服 屋企試過裝修要搵D短期酒店住，呢間M1酒店價錢相宜，而且鄰近油麻地mtr。同埋酒店嘅餐廳嚟講佢算高質，分分鐘仲有保證過其他大型酒店。 小食拼盤(細) $168 唔知點解去到邊都總要食小食拼盤，可能因為選擇多，見到都會開心D。有雞翼、司華力腸、魚柳、蕃薯、薯仔。超級豐富！ 英式豪華早餐 $148 All day breakfast當然全日咩時間食都無誤啦。有雞脾茹、腸仔、蕃茄、茄汁豆、雞蛋、多士。食完呢個早餐覺得今日一定會有美好嘅事發生。 奇異果奇亞籽梳打 $58 最近有D便秘問題，所以見到menu飲品上有奇異果同奇亞籽即刻要一試。飲落又幾好味，感覺好fresh。 韓國峰蜜生薑茶 $42 今日天氣有D凍，朋友叫咗杯生薑茶有望暖下胃。又可以俠進新陳代謝，而且佢話飲完個胃都feel到暖粒粒。 🍽8/10 🔎 慢理牆城 油麻地砵蘭街28號M1酒店1樓
ok	銅​​鑼灣車仔麵 ​[銅​​鑼灣車仔麵]牛筋蘿蔔流心蛋三餸一麵+咖央多士($61)☀️ . 早排見銅鑼灣新開咗間車仔麵，睇落乾淨企理，今日咁啱經過就入去一試🏄🏻‍♀️ . 蘿蔔一食驚為天人，喺其他地方從未食過咁入味嘅蘿蔔，係有心思之作。單係蘿蔔我會比滿分💯😳 . 可惜其他嘢就好平平無奇，流心蛋： 確實係流心，但係無味嘅；咖央多士：完全唔脆，相信自己整都會好食過佢😓 . 是日random quote：Don't get so busy making a living that you forget to make a life.(Dolly Parton)⛄️ . 🎯FF獨家評分：7.5/10 (還好🐵) 
cry	失望ge一餐 同家人到九州開始七日賞櫻之旅，每次到機場ge早餐必選就係此間，今次都吾例外！ 因為老公每次都係食麥當當，所以我地三個就買了三個包share，包括雞肉，燒牛肉，同埋ham作餡料ge包，雞肉嚡口，燒牛肉的配菜--紅椒比主菜吸引，火腿頗甘香豐郁 好貴呀$210大蚊，吾捨得飲佢ge飲料，叫老公係麥當當買幾杯咖啡算啦！D包明明幫我地叮過𠺢，但係食落口係凍ge，以前食過幾次都ok𠺢！吾⋯下次都係食平D把啦！ 
smile	生日飯⭐️ 好姊妹生日入黎愉景灣行下，海邊呢幾間餐廳夜晚燈光十色，好浪漫、好吸引！梗係要食埋晚餐先走啦 😋 🍕🌭🥞🥓🍳🥘🍝🥖🌯🥙🌶🥒🥗🍲🍢 還未慶祝生日，梗係唔可以求其啦 呢間泰國餐廳之前有朋友已經介紹過，應該係信心之選，而且佢餐廳好有特色穿過餐廳，都係紅色的燈光，非常之有氣氛！！ 🍣🌭🍛🥙🍘🍧🍕🍙🌮🍥🥓🍨🥗🍳🍞 啲嘢食款式好多，安排眼花撩亂！樣樣都好似好好食我心大心細，叫咗以下呢幾樣👇👅 ⭐️⭐️⭐️生菜包 （評分：9/10） 呢個山菜包真係不得了，佢除咗好香好夠味之外，肉碎又有咬口，重要嘅係⋯佢有啲冬陰公嘅汁架！！！！ 不過食到成手都係，因為一路食，啲汁會一路喺生菜包個底度滴⋯滴⋯滴⋯⋯⋯ 🍦🍕🍧🍳🍘🥚🍙🥙🍮🌯🍛🥞🍅🥓🍅 ⭐️⭐️⭐️豬牛雞串燒 （評分：8/10） 三款肉質都好嫩，口感亦好 沙嗲醬出色 夫復何求 🍜🍞🍙🍆🍱🌽🍗🥒🍒🥝🥚🌭🍮🍕🍰 ⭐️⭐️⭐️燒羊架 （評分：8/10） 每件唔大，咬落肉質好嫩口，應該慢煮過，所以即使全熟佢都仲保留到肉質咁嫩！ 應該廚師有返咁上下先煮到 有啲驚喜 🍕🍞🥚🌰🥓🍆🥙🥗🥒🌰🍜🍊🍥🍱🍣 ⭐️⭐️⭐️Pad Thai (評分：7.5/10) 食親泰國嘢都必點呢個 佢有好多餸，幾粒蝦球，好多芽菜，花生碎超香口！個面略為濕咗少少 🍑🥓🍳🥕🍖🥒🍜🍍🍔🍠🥘🥜🍳🥞🥒 ⭐️⭐️⭐️泰式濕炒河 （評分：7/10） 呢個色水好好，河粉好大片，幾香口！ 🍱🥖🌯🥔🥙🥖🌯🍲🥓🍙🍠🌮🍅🥖🥝 ⭐️⭐️⭐️椰汁海鮮焗飯 （評分：8.5） 呢個好有睇頭！！好多海鮮好多餸啊！！ 啲飯粒粒有椰汁香味，又好有咬口，超鍾意呢個返！！ 總括黎講，個個都好滿意呢餐飯！！環境好之餘，嘢食又好味！ 
ok	無乜特別 sensory ZERO - 黃竹坑 朋友約食飯 見間嘢係我中意既工業風 又好似都有唔同種類既嘢食 一於應約😆 個menu花多眼亂 就試個ALL DAY BREAKFAST先💲108 本身諗住配凍檸茶 點知原來佢地係冇既 只有一種叫橙茶既嘢 好似幾特別咁 就試下佢啦  呢間嘢係先買嘢食 佢會比飛你 入便有埋號碼 到時自己留意顯示屏去拎嘢食 其實賣相唔錯 唔知好唔好食呢☺️ 個蛋炒得幾滑 腸無乜特別 炒茹都係普普通通 多士都係普通水平 沙律菜尚算新鮮 整體嚟講呢個價錢唔值 雖然佢唔係唔好食 但講唔出有咩特別驅使我再食 反而個橙茶有驚喜 個味幾清新 唔會好甜  Overall好食度:😋😋😋
cry	態度極差，經常落錯單 店員態度極差，食物ok 最近叫兩次外賣，兩次店員都落錯單😥 今日又發現落錯單，同店員講唔緊要，叫佢再整過我慢慢等。 點知個店員仲心心不憤不停鬧：「明明自己叫錯仲懶我落錯單。」我都怕左佢，坐埋一邊當聽唔到。 點知一收錢又係到鬧，我終於忍唔住呢個外貌40歲個look小小肥既中女，拎返個通話錄音俾佢聽。 我：「聽到啦，無屈你，鬧乜鬼！」 中女：「XYZ（碎碎唸...）」 
smile	邪惡煲仔飯 慈雲山食肆林立，特別係夜晚，好似個小夜巿咁。今年平安夜無出去逼無出去倒數，反而來一間茶餐室，試試佢遠近馳名的煲仔飯。 太多選擇，揀左好耐揀左火焰玫瑰肥牛煲仔飯同邪惡芝士煲仔飯，因為即叫即整，都等左好耐，差唔多45分鐘，好在我地都過哂繁忙時間先黎~ 先上邪惡芝士煲仔飯，我地揀左配雞肉，一黎到果陣，D芝士多到鋪滿哂個飯，仲要好平滑，好似水蛋咁~出手攪均先食，D芝士多到聞都聞到好濃郁，食落粒粒飯都有，不過雞肉就無乜太大作用，因為已經俾芝士搶哂風頭。 之後就上招牌飯火焰玫瑰肥牛煲仔飯，顧名思義，D肥牛排到好似玫瑰花咁，一上枱就有伙計即刻淋上玫瑰露酒點火，好勁抽，之後又係要攪均先食，D牛肉唔會老，好好味，但D酒味就略重左D~ 最後都係提下大家，要食煲仔飯就要預時間，依間唔同普通茶餐廳，要等位等食嫁~ 
ok	不錯的拉麵 星期五同朋友收工一齊喺YUENLONG食飯~ 成日經過雞地都見到呢間拉麵排長龍，想試好耐，今日終於嚟咗試喇 可能我哋夜食，無平日咁長龍，等咗10-15分鐘就到我哋喇~ 我叫了白前豚肉拉麵+4色燒雞扒 上菜時間算快，賣相同菜譜相片大致相同。 白前豚肉拉麵:有二片（半塊）紫菜；，豬骨湯好濃，但又不至於好杰，幾岩我。成碗麵都唔錯，但最正我會覺得係舊豚肉 豚肉有口感，肥瘦厚道適中 仲有不得不提呢個流心蛋，好正啊！ 4色燒雞扒:即叫即燒, 仲保持了大部份的肉汁, 真的要俾5個  
cry	服務態度十分差劣 今年度日去將軍澳popcorn既添好運食嘢  d呀姐服務態度十分差劣  首先門口呀姐粗聲粗氣咁問齊人未 答佢齊人又質疑我地 真係未食嘢都谷住啖氣 入到去枱同枱中間冇通道 入都入唔到點食嘢 諗住好心幫佢地搬下d枱 我地自己行入座位到 點知個呀姐叫唔我地唔好打爛佢d嘢 真係火都黎埋 後尾食到咁上下 檯面淨番一兩碟食物 諗住食多陣就走  點知個呀姐成堆過黎俾說話我地聽  話食完就快d走啦 要傾計出去傾  未食完嘢又趕人走 以後都唔再食將軍澳嗰間添好運！ 
smile	一休鮮味  今日黎青衣搵個朋友食飯，佢介紹長發廣場呢間日式餐廳呢頭好少黎，搵路時都搵咗陣，要落到地庫先見到間野 環境好好坐，黎到時仲係六點，好早無咩人，有卡位，乾淨整齊 刺身拼盤(松) 呢個刺身正野，有兩件赤蝦，三片吞拿魚、三文魚腩同劍魚腩搭半板海膽 新鮮度黎講，十粒星都有八粒星 海膽喺香港食好多都好腥臭，呢度都仲食到係鮮嘅，加埋紫菜配搭 呢盤刺身都抵食! 牛油果軟殼蟹卷 食呢個對我黎講好食嘅指標係牛油果夠果同軟 軟殼蟹要脆口同熱，搭埋唔會太鬆散嘅壽司飯就最好 呢個做到前尾兩樣，蟹可以再新鮮脆熱啲 雜錦牛肉鍋定食 呢間餐廳晚市好抵食 單機晚市套餐60樓下就出到門口 仲要幾大煲下，搭個飯同湯，加野飲又唔會天價咁 茶記價錢就有杯餐飲，推薦 蕃茄鴨胸手打烏冬 呢個烏冬好好食，最怕烏冬質感太淋無咬口 同埋蕃茄湯超濃郁，蕃茄量同配料亦多，推薦推薦 味淋魚干 梅酒 飲品叫咗杯梅酒 係因為想食魚干，知道配酒一流，唔可以唔痴住咁食 汁燒魚干有啲似食豬肉乾口感咁，但味道完全兩回事 配有沙律醬，咸甜皆宜 食咗咁多野埋單差唔多每人三百左右 味道唔錯，可再光顧
ok	我個杯中伏，我點的是「岩鹽檸檬茶」 今日行葵芳廣場，行到累，岩岩先已經買左杯野飲，仲係好口渴，我懷疑自己缺水🤣🤣。所以經過尼間「上海灘」，當然又要試下佢既飲品啦。我同朋友每人一杯，我就選擇左「岩鹽檸檬茶」少甜少冰。黎到我手賣相相當唔錯呀。一飲就發覺怪怪的。岩鹽配檸檬茶原來可以甘唔夾。唔岩我口味。個味道係咸咸酸酸甜甜甘。唔岩甘口渴既我，我已經缺水啦。仲要飲埋d鹽份落肚，仲唔缺多幾錢重😑😑。事實證明我選擇錯左。我朋友點個杯熱情果茶唔錯，好飲過我個杯多多聲。所以奉勸大家唔好飲尼杯「岩鹽檸檬茶」。 
cry	食物服務都差差差。👎 假期與好友輕鬆遊玩大澳感受大自然。 掃完街去完cafe嘆完夜晚又係時候食晚飯,,周圍店舖都關門,,又唔想食泰國野,,見呢間野有冷氣嘆餐牌食物又幾合我地心所以就扑鎚入去。 全場爆滿,,好唔容易店員阿姐搵到兩個位比我地坐,,坐低冇耐又轉左張四人枱今次坐兩分鐘唔夠又再轉第二張四人枱,,內心已經有啲無奈兼有點黑面。😡😡😡 餐牌都幾多選擇,,奈於只有兩個人,,叫住兩碟小菜加白飯先,,唔夠再叫避免釀成浪費,,叫左獅子頭加碟上湯浸時蔬。 等左40分鐘的獅子頭,,個茨汁係咸的,,獅子頭只可以叫暖而唔係熱,,肉味唔太出,,小棠菜就烚得不過不失,,一道咁簡單既菜式都整到咁我都唔太期望之後既時蔬。 其實去餐廳叫呢啲菜我覺得好唔化算,但食左咁多肉就想食番啲菜平衡一下。西蘭花營養好高,,食多有益。但呢道菜整得好淡味同埋啲西蘭花整得太稔冇左嚼勁,,都係一般般。最慘又係等左超耐。😔    
smile	至愛鮮牛肉肥腩 屯門麵店唔少，但好食嘅一隻手數得晒，位於虹橋嘅新興麵家冇三甲都五甲，好多識食嘅街坊熟客都會嚟幫襯。雖然都稱得上老字號，但服務態度唔錯，尤其老闆娘(?)經常笑口滿面，而且盡量跟足客人要求，叫腩汁有腩汁，叫肥腩有肥腩，淨係呢點已經好難得，唔似啲名店串串貢，唔憂做  假日座無虛席，搭枱係基本；一般粉麵都有供應，廿零至三十零蚊碗，牛腩、牛雜都係招牌，各有粉絲。  鍾意呢度嘅牛腩，切腩，入味得嚟又夠腍，但唔會痴牙，自己偏好食少肥，更加爽口，呢度嘅腩汁香濃而唔油，另外鮮牛肉就唔係間間麵店有得食，無調過味，碗上啱啱熟，純粹食牛嘅鮮味    有5粒雲吞，大少適中，雖然唔係爆蝦類型，但食到蝦同肉嘅鮮味，又無太多肥肉，加埋辣椒油，香而辣，麵質中規中矩啦。   
ok	寫意既週未Semi buffet 較早之前已經聽人講呢間餐廳係荃灣既後花園，環境開揚，座位舒適，令人有寫意既感覺；見佢讚多過彈，當然想黎試下啦，可惜第一次WALK IN無位，第二、三次BOOK枱FULL左 ，今次第四次先BOOK到位…前前後後等左成半年，終於可以一睹芳容 。 星期六中午12:30黎到餐廳，客人唔多，WALK IN都仲有位，同我第一次WALK IN黎果次分別好大。呢度樓底好高，加上客人唔多，現場比較寧靜；而且BRUNCH時間可以坐到2:15，同朋友傾計慢慢嘆都係個唔錯既選擇 。 BRUNCH價錢由$118-$168不等，包一個主菜，而餐湯、前菜、小食、甜品、水果、熱飲則自行到出面既自助吧領取。 自助吧既食物選擇雖然唔算多，但質素都唔差，已撈好既沙律有三款，另外仲有新鮮既蔬菜自由配搭；熱食溫度可接受；REFILL速度好快，職員見食物無左一半已經主動REFILL。 餐湯有兩款，一款係紅雜菜湯，另一款就係呢款稀身版既白湯。飲落味道唔錯，亦無咁漏。 外面仲有三款餐包，可自行放入焗爐烘熱，但由於唔係我杯茶，所以無試。  呢度三款已撈沙律幾岩我胃口，每款調味都調得好好，值得一試； 煙肉炸到香脆，連本身既油脂都迫左唔少出黎，所以食落唔油膩； 我最中意食呢個炸薯餅，放左一段時間都保持到外層香脆，而且有薯味，比麥記既難食薯餅好食十倍 。 和牛漢堡配薯條 $148 真係好大份!! 見到堆熱溶芝士，已經出哂心心眼!! 塊和牛漢堡非常厚，應該有成2.5吋厚!!  可惜，完全無牛味，食落只有黑椒等醃料味 ，難聽D講句，麥記既SIGNATURE都有牛味過佢。唯一值得讚既係唔會邊食邊滴汁，食到好”哩HEA”。 旁邊既薯條就非常高汁，外酥脆內軟熟，重薯味，只有輕量既鹽、PAPRIKA、香葉調味，非常好味 。 班尼迪克蛋配西班牙火腿 $138  呢個主菜最吸引之處，莫過於兩粒”動L”既蛋雞黃~~用刀輕輕一戳，流心蛋黃一湧而下，非常美觀。 酸酸地既荷蘭醬，有助緩和蛋黃既油膩同飽肚感。但我個人略嫌竹碳包太鬆散，入口無左麵包既存在感。 一個懶洋洋既週未，黎呢度嘆個BRUNCH其實都係個唔錯既選擇。如果個和牛漢堡無令人咁失望既話，印象可以更好。臨走果陣，聽到隔離枱人話吉列豬扒包好味，比大家一個參考。最後，埋單果陣職員表示卡機壞左，所以只接受現金，大家留意下。
